instance_id,dataset,model,ground_truth_label,predicted_label,confidence,correct,model_refused,prompt_tokens,response_tokens,prompt_hash,jaccard_H_R,jaccard_H_CF,jaccard_H_RO,jaccard_R_CF,jaccard_R_RO,jaccard_CF_RO,overlap_H_R,overlap_H_CF,overlap_H_RO,overlap_R_CF,overlap_R_RO,overlap_CF_RO,rbo_H_RO,kendall_H_RO,normalized_kendall_H_RO,ecs,ecs_overlap,ecs_random,ecs_lift,ecs_random_weighted,ecs_lift_weighted,ecs_extraction_rationale,ecs_extraction_perturbation,ecs_primary_pairs,ecs_adj,ecs_adj_er,ecs_adj_ep,ecs_adj_rp,ecs_adj_n_components,ecs_adj_complete,n_degenerate_pairs,cf_flip_verified,cf_valid_first_attempt,cf_corrected,ro_self_corrected,cf_actual_label,highlighting_parsed,rationale_parsed,counterfactual_parsed,rank_ordering_parsed,cc3_size,cc4_size
ag_news_test_005704,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1616,603,e4b7e191afe7ea0c,0.2222222222222222,,0.625,,0.3333333333333333,,0.6666666666666666,,1.0,,0.6666666666666666,,0.3813461276785714,0.19999999999999998,0.6,0.2777777777777778,0.6666666666666666,0.08665595238095156,0.19112182539682623,0.09055615079365,0.1872216269841278,0.2777777777777778,,2,0.46963416033522665,0.46963416033522665,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_001857,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1519,528,cc20e87e070bb5c6,0.2857142857142857,,0.5,,0.4,,1.0,,0.8,,1.0,,0.14555005714285713,0.3333333333333334,0.6666666666666667,0.34285714285714286,1.0,0.11252678571428507,0.2303303571428578,0.11462589285714217,0.2282312500000007,0.34285714285714286,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_006191,ag_news,eu.amazon.nova-pro-v1:0,World,World,1.0,True,False,1775,784,c9eb7cb78046636a,0.1,,0.4,,0.0,,0.5,,0.8,,0.0,,0.2777552781428571,0.0,0.5,0.05,0.25,0.06496666666666656,-0.014966666666666559,0.07124444444444417,-0.021244444444444163,0.05,,2,0.006721781531867241,0.006721781531867241,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
ag_news_test_003469,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1372,422,d7da26bd6df3174b,0.5714285714285714,,0.5714285714285714,,0.42857142857142855,,0.8,,0.8,,0.6,,0.37740699999999994,0.6666666666666669,0.8333333333333335,0.5,0.7,0.24488452380952422,0.2551154761904758,0.25365009920634957,0.24634990079365043,0.5,,2,0.40100816995977984,0.40100816995977984,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_005666,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.9,True,False,1863,562,1901e599d02ebaa2,0.2222222222222222,,0.3333333333333333,,0.5,,0.5,,0.6,,0.75,,0.30415304285714273,,,0.3611111111111111,0.625,0.13860347222222275,0.22250763888888836,0.14295446428571473,0.21815664682539637,0.3611111111111111,,2,0.3642469777881532,0.3642469777881532,,,1,False,0,False,False,False,False,Business,True,True,False,True,2,2
ag_news_test_001968,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1326,422,d741cfb134eb6a7d,0.6666666666666666,,0.25,,0.42857142857142855,,0.8,,0.4,,0.6,,0.06269399999999999,,,0.5476190476190476,0.7,0.21801190476190188,0.32960714285714565,0.2188988095238072,0.32872023809524037,0.5476190476190476,,2,0.4241552622017682,0.4241552622017682,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_000567,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,2688,850,3d50f5cf172b5b05,0.07142857142857142,,0.14285714285714285,,0.5,,0.25,,0.4,,0.75,,0.12882540685324675,,,0.2857142857142857,0.5,0.08879326923077072,0.19692101648351498,0.09448345404595562,0.19123083166833008,0.2857142857142857,,2,0.23230314937838797,0.23230314937838797,,,1,False,0,False,False,False,False,Sci/Tech,True,True,False,True,0,0
ag_news_test_003781,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1971,812,737700e3c6a5fad6,,,0.4444444444444444,,,,,,0.8,,,,0.3316234021428571,1.0,1.0,,,,,,,,,0,,,,,0,False,0,False,False,False,False,,True,False,False,True,0,0
ag_news_test_001270,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1447,556,924660e5a0f30000,0.14285714285714285,,0.5,,0.2,,1.0,,0.8,,1.0,,0.24889705714285712,0.6666666666666669,0.8333333333333335,0.17142857142857143,1.0,0.05725714285714295,0.11417142857142848,0.05638571428571439,0.11504285714285703,0.17142857142857143,,2,1.0,1.0,,,1,False,1,False,False,False,False,,True,True,False,True,1,1
ag_news_test_006309,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1878,711,59352110dbdde741,0.1,0.2857142857142857,0.4,0.2222222222222222,0.4,0.2727272727272727,0.5,0.4444444444444444,0.8,1.0,1.0,0.6,0.20606255260714282,0.6666666666666669,0.8333333333333335,0.2561327561327561,0.7088888888888889,0.11397364428055476,0.14215911185220134,0.11713695977225255,0.13899579636050355,0.25,0.2792207792207792,4,0.5968137020396704,0.5940267999091529,0.19641430620985834,1.0,3,True,0,True,True,False,False,World,True,True,True,True,3,1
ag_news_test_002302,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1853,715,272ab2a921ba3285,0.0,,0.375,,0.0,,0.0,,0.6,,0.0,,0.23621849999999991,,,0.0,0.0,0.055091666666667136,-0.055091666666667136,0.05123333333333374,-0.05123333333333374,0.0,,2,-0.40934065934065933,-0.40934065934065933,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
ag_news_test_004772,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1628,620,b98438184fce91e5,0.7,,0.4444444444444444,,0.5555555555555556,,0.875,,0.8,,1.0,,0.345501402142857,0.6666666666666669,0.8333333333333335,0.6277777777777778,0.9375,0.2117963213869486,0.4159814563908292,0.2286310911310931,0.3991466866466847,0.6277777777777778,,2,0.852843818115224,0.852843818115224,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
ag_news_test_004465,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.9,True,False,1512,519,f17bc53687e34688,0.2857142857142857,,0.5714285714285714,,0.14285714285714285,,0.6666666666666666,,0.8,,0.3333333333333333,,0.259407,0.3333333333333334,0.6666666666666667,0.21428571428571427,0.5,0.12566577380952315,0.08861994047619112,0.15505922619047594,0.05922648809523834,0.21428571428571427,,2,0.23422145205979378,0.23422145205979378,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
ag_news_test_000788,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,2200,650,1abb997e9f1de140,0.3,0.25,0.4444444444444444,0.4,0.6666666666666666,0.4,0.6,1.0,0.8,1.0,0.8,1.0,0.3316234021428571,1.0,1.0,0.4033333333333333,0.8800000000000001,0.08882126623376749,0.3145120670995658,0.09297395743145864,0.3103593759018747,0.4833333333333333,0.325,4,0.8266194225057554,0.479858267517266,1.0,1.0,3,True,0,True,False,True,False,World,True,True,True,True,3,2
ag_news_test_003257,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1672,478,71c893f4743e0694,0.2222222222222222,,0.2,,0.5,,0.5,,0.4,,0.75,,0.05637252857142857,,,0.3611111111111111,0.625,0.12254880952380938,0.23856230158730174,0.1290891865079363,0.2320219246031748,0.3611111111111111,,2,0.3815072811775707,0.3815072811775707,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_005961,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,2025,627,30e0ee7dc20757d9,0.42857142857142855,,0.3333333333333333,,0.14285714285714285,,1.0,,0.6,,0.3333333333333333,,0.15511654285714283,,,0.2857142857142857,0.6666666666666666,0.1440246031746028,0.1416896825396829,0.14890436507936458,0.13680992063492112,0.2857142857142857,,2,0.5063520871143375,0.5063520871143375,,,1,False,0,False,False,False,False,World,True,True,False,True,1,1
ag_news_test_002104,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1883,509,d018c78401b2b5cc,0.3333333333333333,,0.5714285714285714,,0.2222222222222222,,0.5,,0.8,,0.4,,0.27252899999999997,0.3333333333333334,0.6666666666666667,0.2777777777777778,0.45,0.21730449134198987,0.06047328643578792,0.22686736111110975,0.05091041666666804,0.2777777777777778,,2,0.08387899305165372,0.08387899305165372,,,1,False,0,False,False,False,False,Sci/Tech,True,True,False,True,1,1
ag_news_test_002872,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1605,568,ba3f0cb8c18e9d79,0.0,0.125,0.2222222222222222,0.3333333333333333,0.2,0.3333333333333333,0.0,0.3333333333333333,0.4,1.0,1.0,0.6666666666666666,0.22302999999999992,,,0.19833333333333333,0.5999999999999999,0.08326964285714274,0.1150636904761906,0.08599523809523794,0.11233809523809539,0.1,0.22916666666666666,4,0.4954450338649176,0.2692307692307692,0.21710433236398363,1.0,3,True,0,True,True,False,False,Business,True,True,True,True,2,0
ag_news_test_005752,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1639,572,41d084b0b9852cfd,0.09090909090909091,,0.2727272727272727,,0.3333333333333333,,0.3333333333333333,,0.6,,0.6666666666666666,,0.37384606932142844,,,0.2121212121212121,0.5,0.10619545454545407,0.10592575757575803,0.10834696969696928,0.10377424242424282,0.2121212121212121,,2,0.17929726094115137,0.17929726094115137,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
ag_news_test_006239,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1315,369,8cc151f0e0dd66cc,0.375,,0.42857142857142855,,0.375,,0.6,,0.6,,0.6,,0.31981599999999993,,,0.375,0.6,0.25677777777778144,0.11822222222221856,0.26031954365079674,0.11468045634920326,0.375,,2,0.20630818024548978,0.20630818024548978,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_002757,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1642,613,5d4fa0aa8bf88153,0.6666666666666666,,0.5555555555555556,,0.8333333333333334,,1.0,,1.0,,1.0,,0.46158345839285697,0.6,0.8,0.75,1.0,0.15395187243312208,0.5960481275668779,0.16462952186702162,0.5853704781329784,0.75,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,5,5
ag_news_test_001357,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.9,True,False,2212,647,809b601cdb9f4d0f,0.45454545454545453,,0.4,,0.5,,0.7142857142857143,,0.8,,0.8,,0.2959802781428571,-0.3333333333333334,0.33333333333333326,0.4772727272727273,0.7571428571428571,0.14390738150738142,0.3333653457653459,0.1470998667998665,0.33017286047286076,0.4772727272727273,,2,0.556277632952661,0.556277632952661,,,1,False,0,False,False,False,False,Business,True,True,False,True,4,4
ag_news_test_005920,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1492,603,f0cec5daeb12c803,0.375,,0.5,,0.2857142857142857,,0.75,,0.8,,0.5,,0.2445500571428571,0.3333333333333334,0.6666666666666667,0.33035714285714285,0.625,0.15311001984127076,0.1772471230158721,0.1669952380952393,0.16336190476190354,0.33035714285714285,,2,0.3658499937800014,0.3658499937800014,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_003890,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1618,706,0a0212c0648fe524,0.3333333333333333,,0.4,,0.6,,1.0,,0.8,,1.0,,0.44098027814285695,1.0,1.0,0.4666666666666667,1.0,0.08704285714285703,0.37962380952380964,0.08913701298701285,0.37752965367965385,0.4666666666666667,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_000178,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1808,648,c95d13bc81f08793,0.4,,0.4,,0.6666666666666666,,0.8,,0.8,,0.8,,0.2509802781428571,-0.3333333333333334,0.33333333333333326,0.5333333333333333,0.8,0.1325011974136976,0.40083213591963573,0.1367049880674883,0.396628345265845,0.5333333333333333,,2,0.6204068329269139,0.6204068329269139,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
ag_news_test_007288,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1794,663,a0abd4be281d8862,0.6666666666666666,0.4,0.4,0.2222222222222222,0.1,0.25,1.0,0.8,0.8,0.4,0.2,0.4,0.28287405260714277,0.6666666666666669,0.8333333333333335,0.3277777777777778,0.56,0.1509329048729052,0.17684487290487258,0.15300844599844615,0.17476933177933163,0.3833333333333333,0.325,4,0.3222642427962299,0.4727243288440579,0.3728611848045354,0.12120721474009644,3,True,0,True,True,False,False,Sci/Tech,True,True,True,True,5,0
ag_news_test_000084,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1570,530,9e21aa88d1254289,0.25,,0.4444444444444444,,0.0,,1.0,,0.8,,0.0,,0.19646490214285714,-0.3333333333333334,0.33333333333333326,0.125,0.5,0.07536666666666739,0.04963333333333261,0.07598611111111181,0.04901388888888819,0.125,,2,0.3905042326094958,0.3905042326094958,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
ag_news_test_001787,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1656,628,9d851ee729bb276c,0.4444444444444444,,0.4,,0.5,,1.0,,0.8,,0.75,,0.2875967781428571,0.0,0.5,0.4722222222222222,0.875,0.1290996302308814,0.3431225919913408,0.13435338203463298,0.3378688401875892,0.4722222222222222,,2,0.7801950354609929,0.7801950354609929,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_004358,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1858,599,f0c783a1acf3c5db,0.0,,0.2727272727272727,,0.0,,0.0,,0.6,,0.0,,0.13862106932142856,,,0.0,0.0,0.060399999999999884,-0.060399999999999884,0.06285277777777763,-0.06285277777777763,0.0,,2,-0.2891273476408585,-0.2891273476408585,,,1,False,0,False,False,False,False,,True,True,False,True,0,0
ag_news_test_004434,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1994,795,ff41bab9cff880e9,0.46153846153846156,,0.38461538461538464,,0.5714285714285714,,1.0,,1.0,,0.8,,0.6096441331169052,0.9999999999999999,1.0,0.5164835164835164,0.9,0.12392427817280753,0.3925592383107089,0.1273828269769447,0.38910068950657173,0.5164835164835164,,2,0.822026435321811,0.822026435321811,,,1,False,0,False,False,False,False,,True,True,False,True,4,4
ag_news_test_007402,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1581,524,2a47e2cbbe68016a,0.0,0.16666666666666666,0.5,0.14285714285714285,0.0,0.2,0.0,0.2857142857142857,0.8,1.0,0.0,0.4,0.2758970571428571,1.0,1.0,0.1019047619047619,0.3371428571428571,0.10101910866910788,0.0008856532356540242,0.10233434065933995,-0.0004295787545780527,0.0,0.18333333333333335,4,-0.14015180098772273,-0.29411764705882354,0.013814045083378097,,2,False,2,True,True,False,False,Business,True,True,True,True,2,0
ag_news_test_003795,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1716,611,7b9a23622a4e4916,0.3333333333333333,0.125,0.3,0.25,0.2857142857142857,0.2,0.75,1.0,0.6,1.0,0.5,1.0,0.3450526766071428,,,0.2388095238095238,0.85,0.08155542207792156,0.15725410173160226,0.08532743506493448,0.15348208874458932,0.30952380952380953,0.1625,4,0.7947694011750817,0.38430820352524486,1.0,1.0,3,True,1,True,True,False,False,World,True,True,True,True,2,1
ag_news_test_002345,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1198,321,ab27710702970766,0.75,,0.6666666666666666,,0.5,,1.0,,1.0,,1.0,,0.19867499999999996,,,0.625,1.0,0.22131666666666494,0.40368333333333506,0.23188333333333083,0.39311666666666917,0.625,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_003454,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1481,512,3c62430b0a572f70,0.4,,0.5,,0.3333333333333333,,0.5714285714285714,,0.8,,0.6,,0.16270855714285712,-0.3333333333333334,0.33333333333333326,0.3666666666666667,0.5857142857142856,0.19450458430458167,0.17216208236208502,0.1940886918636895,0.1725779748029772,0.3666666666666667,,2,0.26943716784372546,0.26943716784372546,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_000016,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1676,549,3877e72a510dfbd5,0.2,,0.625,,0.125,,0.5,,1.0,,0.25,,0.2646021133928571,0.6,0.8,0.1625,0.375,0.1154614448051946,0.047038555194805404,0.1254627435064926,0.03703725649350739,0.1625,,2,0.1103549616801325,0.1103549616801325,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
ag_news_test_004983,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1368,464,d090938e39303f01,0.7142857142857143,,0.3333333333333333,,0.25,,1.0,,0.6,,0.4,,0.09676954285714283,,,0.48214285714285715,0.7,0.1792851010100971,0.30285775613276006,0.18237575757575392,0.29976709956710323,0.48214285714285715,,2,0.55158367421559,0.55158367421559,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_005317,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1635,597,30c28f5ddd4b5363,0.375,,0.625,,0.6,,1.0,,1.0,,1.0,,0.3095711276785714,0.19999999999999998,0.6,0.4875,1.0,0.10885019841269758,0.37864980158730244,0.11597698412698351,0.3715230158730165,0.4875,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_000773,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1474,540,f757b2f0871e4048,0.25,,0.18181818181818182,,0.2,,0.42857142857142855,,0.4,,0.4,,0.23273793678571425,,,0.225,0.41428571428571426,0.16109332750582628,0.06390667249417373,0.1743342657342638,0.0506657342657362,0.225,,2,0.0991866684317288,0.0991866684317288,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_005957,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,2284,625,b93f66d1556b317f,0.0,,0.18181818181818182,,0.0,,0.0,,0.4,,0.0,,0.35351845107142843,,,0.0,0.0,0.045643750000000205,-0.045643750000000205,0.0460687500000002,-0.0460687500000002,0.0,,2,-0.27777777777777773,-0.27777777777777773,,,1,False,1,False,False,False,False,Sports,True,True,False,True,0,0
ag_news_test_005766,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1786,764,eec00c14c30d96d7,0.25,,0.4444444444444444,,0.4,,1.0,,0.8,,1.0,,0.2684649021428571,0.3333333333333334,0.6666666666666667,0.325,1.0,0.09979166666666713,0.2252083333333329,0.10241666666666704,0.22258333333333297,0.325,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_003321,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1885,477,bb0800d9755892e3,0.0,,0.2222222222222222,,0.16666666666666666,,0.0,,0.4,,0.5,,0.10937699999999999,,,0.08333333333333333,0.25,0.08460952380952334,-0.0012761904761900145,0.0920309523809518,-0.008697619047618468,0.08333333333333333,,2,-0.03873287671232878,-0.03873287671232878,,,1,False,0,False,False,False,False,Business,True,True,False,True,0,0
ag_news_test_002156,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1401,528,db8d7cf2f020f843,0.375,,0.5,,0.2857142857142857,,0.75,,0.8,,0.5,,0.3028970571428571,0.0,0.5,0.33035714285714285,0.625,0.1296183531746032,0.20073878968253964,0.14380952380952414,0.1865476190476187,0.33035714285714285,,2,0.3922151125153781,0.3922151125153781,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_005356,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,2233,707,d2b5496d5e81771a,0.25,,0.4444444444444444,,0.4,,1.0,,0.8,,1.0,,0.3510313878571428,0.3333333333333334,0.6666666666666667,0.325,1.0,0.09566944444444495,0.22933055555555507,0.09682916666666698,0.22817083333333305,0.325,,2,1.0,1.0,,,1,False,0,False,False,False,False,World,True,True,False,True,2,2
ag_news_test_006315,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.9,True,False,1992,847,0a7903e5e78f5b9d,0.625,,0.5714285714285714,,0.5,,0.8333333333333334,,0.8,,0.8,,0.287182,0.3333333333333334,0.6666666666666667,0.5625,0.8166666666666667,0.191359099927849,0.371140900072151,0.2328675505050491,0.3296324494949509,0.5625,,2,0.6215505337374244,0.6215505337374244,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_003243,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,2177,651,87e72f8907cfc7f1,0.125,,0.3,,0.2,,1.0,,0.6,,1.0,,0.2768641766071428,,,0.1625,1.0,0.048068750000000215,0.11443124999999979,0.04736875000000021,0.1151312499999998,0.1625,,2,1.0,1.0,,,1,False,1,False,False,False,False,Business,True,True,False,True,1,1
ag_news_test_002793,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,1.0,True,False,1543,634,a583c29a6dd1ec26,0.375,,0.3333333333333333,,0.2857142857142857,,0.75,,0.6,,0.5,,0.3491530428571427,,,0.33035714285714285,0.625,0.13860347222222275,0.1917536706349201,0.14352976190476266,0.1868273809523802,0.33035714285714285,,2,0.38460313631006016,0.38460313631006016,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_006691,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1444,561,0c6724aeaa30df94,0.4444444444444444,,0.375,,0.7142857142857143,,0.6666666666666666,,0.6,,1.0,,0.23621849999999991,,,0.5793650793650793,0.8333333333333333,0.16396376262626233,0.415401316738817,0.16829290223665178,0.41107217712842753,0.5793650793650793,,2,0.6984006570766932,0.6984006570766932,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_002507,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1554,442,bcbe94ea0e49cfa5,0.4,,0.375,,0.08333333333333333,,0.6666666666666666,,0.6,,0.2,,0.34934049999999994,,,0.24166666666666667,0.43333333333333335,0.15834722222222378,0.08331944444444289,0.1746347125097143,0.06703195415695237,0.24166666666666667,,2,0.1310429498198013,0.1310429498198013,,,1,False,0,False,False,False,False,,True,True,False,True,1,1
ag_news_test_001392,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1551,918,82dd4ab96d24a79a,0.3333333333333333,,0.3,,0.8,,0.75,,0.6,,1.0,,0.3049306766071428,,,0.5666666666666667,0.875,0.17864772727272366,0.388018939393943,0.1814312499999965,0.38523541666667016,0.5666666666666667,,2,0.7261758331869033,0.7261758331869033,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_003294,ag_news,eu.amazon.nova-pro-v1:0,Business,Business,0.95,True,False,1875,500,0336a37121547de2,0.3333333333333333,,0.5,,0.6666666666666666,,0.6,,0.8,,0.8,,0.14958655714285712,0.3333333333333334,0.6666666666666667,0.5,0.7,0.20381280663780194,0.29618719336219806,0.2015316558441515,0.2984683441558485,0.5,,2,0.411075069336947,0.411075069336947,,,1,False,0,False,False,False,False,Business,True,True,False,True,3,3
ag_news_test_006801,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1736,599,dbb27404f96fb62b,0.2222222222222222,,0.5555555555555556,,0.4,,1.0,,1.0,,1.0,,0.27158345839285714,0.6,0.8,0.3111111111111111,1.0,0.07380277777777744,0.23730833333333368,0.07639444444444415,0.23471666666666696,0.3111111111111111,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_006881,ag_news,eu.amazon.nova-pro-v1:0,Sports,Sports,0.95,True,False,1656,606,1befc28ef7374bee,0.4444444444444444,,0.4444444444444444,,0.42857142857142855,,0.8,,0.8,,0.6,,0.3998119021428571,0.3333333333333334,0.6666666666666667,0.4365079365079365,0.7,0.15186395202020342,0.2846439844877331,0.16795329184704288,0.2685546446608936,0.4365079365079365,,2,0.4751688847622867,0.4751688847622867,,,1,False,0,False,False,False,False,,True,True,False,True,3,3
ag_news_test_005894,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1798,576,6e9887b825287f81,0.1111111111111111,0.45454545454545453,0.5555555555555556,0.0,0.0,0.2,1.0,0.7142857142857143,1.0,0.0,0.0,0.4,0.20695047267857142,-0.6,0.2,0.15313131313131315,0.4228571428571429,0.09531695082695069,0.05781436230436246,0.09862503274503236,0.05450628038628079,0.05555555555555555,0.32727272727272727,4,-0.1368611546370229,-0.26315789473684215,0.2643391367081264,-0.4117647058823529,3,True,1,True,True,False,False,Business,True,True,True,True,2,0
ag_news_test_006755,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,Sci/Tech,0.95,True,False,1553,467,6b632dae6274eedb,0.25,0.5,0.5,0.3333333333333333,0.14285714285714285,0.42857142857142855,0.6666666666666666,0.8,0.8,0.6666666666666666,0.3333333333333333,0.6,0.3478970571428571,0.6666666666666669,0.8333333333333335,0.33095238095238094,0.6133333333333334,0.1331698989898979,0.19778248196248305,0.1423294516594502,0.18862292929293073,0.19642857142857142,0.4642857142857143,4,0.3900142834826374,0.24529755590492822,0.46791915685336904,0.45682613768961494,3,True,0,True,True,False,False,Business,True,True,True,True,4,1
ag_news_test_007197,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,2376,769,947e28a1f1406d52,0.1,,0.2727272727272727,,0.0,,0.5,,0.6,,0.0,,0.12905458360714284,,,0.05,0.25,0.08125555555555497,-0.03125555555555497,0.08435277777777714,-0.034352777777777135,0.05,,2,-0.06862114209980677,-0.06862114209980677,,,1,False,0,False,False,False,False,World,True,True,False,True,0,0
ag_news_test_005250,ag_news,eu.amazon.nova-pro-v1:0,World,World,0.95,True,False,1300,420,98b8e5ebfe0ef4f5,0.4,,0.42857142857142855,,0.4,,1.0,,0.6,,1.0,,0.24781599999999998,,,0.4,1.0,0.12536666666666532,0.27463333333333473,0.12995833333333204,0.27004166666666796,0.4,,2,1.0,1.0,,,1,False,0,False,False,False,False,,True,True,False,True,2,2
ag_news_test_004258,ag_news,eu.amazon.nova-pro-v1:0,Sci/Tech,World,0.95,False,False,1756,637,af829aff23525a2e,0.5,0.18181818181818182,0.4444444444444444,0.3333333333333333,0.5,0.25,0.7142857142857143,0.4,0.8,0.6,0.8,0.4,0.2684649021428571,0.6666666666666669,0.8333333333333335,0.353030303030303,0.5828571428571429,0.1624550846375838,0.19057521839271924,0.16662306388056264,0.1864072391497404,0.5,0.2159090909090909,4,0.31224439844697255,0.5296053336493733,0.08789209121789197,0.3192357704736523,3,True,0,True,True,False,False,Sci/Tech,True,True,True,True,4,2
